avgLapTime,points
315.6281407035176,61.22698595097333
316.9346733668342,61.42023807392405
318.2412060301508,61.6134402587076
319.54773869346735,61.80659250532397
320.85427135678395,61.99969481377318
322.1608040201005,62.19274718405521
323.4673366834171,62.385749616170074
324.7738693467337,62.57870211011777
326.08040201005025,62.77160466589829
327.38693467336685,62.96445728351163
328.69346733668345,63.15725996295781
330.0,63.35001270423682
